,RadarSysTime_labeled,Radar_Time_labeled,RANGE_labeled,AZIMUTH_labeled,ELEVATION_labeled,X_labeled,Y_labeled,Z_labeled,VELX_labeled,VELY_labeled,VELZ_labeled,ACCX_labeled,ACCY_labeled,ACCZ_labeled,P_UAV_labeled,P_UNK_labeled,ID_labeled,RCSEst_labeled,RCSEst_DBSM_labeled,label,TS_diff,jumped/ok
1626,2022.06.30 12:49:47:112,8.814,1325.98266693064,64.6875052632574,3.53932217791635,565.849206859246,1196.38791341064,81.8576126098633,-8.68843,6.76014,0.713243,0.0,0.0,0.0,254,254,2456,0.0630957344480193,-12,0.0,0.548,ok
1627,2022.06.30 12:49:47:675,9.377,1328.02304304624,64.9429018752058,3.56276919419913,561.35892805038,1200.7126289477,82.5259925443679,-8.683535,6.756824,0.713724,0.0,0.0,0.0,254,254,2456,0.0630957344480193,-12,0.0,0.5630000000000006,ok
1628,2022.06.30 12:49:48:225,9.927,1330.27541781296,65.1849023185435,3.58301224498899,557.21366309328,1205.08679585642,83.1350428648293,-8.677744,6.752208,0.714616,0.0,0.0,0.0,254,254,2456,0.0630957344480193,-12,0.0,0.5499999999999989,ok
1629,2022.06.30 12:49:48:772,10.474,1332.5515174336,65.4260909916265,3.60312307142966,553.068398136646,1209.4609627656,83.7440931843594,-8.672335,6.748467,0.714919,0.0,0.0,0.0,254,254,2456,0.0630957344480193,-12,0.0,0.5470000000000006,ok
1630,2022.06.30 12:49:49:322,11.024,1334.3294071102,65.6527101092553,3.62214941688868,549.000369449612,1213.23015204032,84.2980379574001,-8.667619,6.745064,0.715267,0.002682,-0.006218,-0.005059,254,254,2456,0.0630957344480193,-12,0.0,0.5499999999999989,ok
1631,2022.06.30 12:49:49:903,11.605,1336.63677328633,65.9021603607837,3.63763060798822,544.643979432061,1217.69004272214,84.8042406076565,-8.661941,6.741106,0.715556,0.0,0.0,0.0,254,254,2456,0.0630957344480193,-12,0.0,0.5810000000000013,ok
1632,2022.06.30 12:49:50:436,12.138,1339.14140333222,66.1638482535211,3.6549729250842,540.076464352664,1222.42769653421,85.3676608381793,-8.656194,6.73721,0.715758,0.0,0.0,0.0,254,254,2456,0.0630957344480193,-12,0.0,0.5329999999999995,ok
1633,2022.06.30 12:49:50:984,12.686,1341.16038585282,66.4014235364913,3.67562620396676,535.797310604248,1226.4746489401,85.9788231914863,-8.650945,6.733651,0.715932,0.0,0.0,0.0,254,254,2456,0.0630957344480193,-12,0.0,0.548,ok
1634,2022.06.30 12:49:51:546,13.248,1343.55504723799,66.6385837344543,3.69509265901322,531.652045648079,1230.84881584928,86.5878735119477,-8.645879,6.730257,0.716069,-0.000282,-0.002509,0.002881,254,254,2456,0.0630957344480193,-12,0.0,0.5619999999999994,ok
1635,2022.06.30 12:49:52:096,13.798,1345.97270564235,66.8749063325756,3.71442671686121,527.506780690979,1235.22298275799,87.1969238314778,-8.640401,6.726572,0.716225,0.009194,-0.013093,-0.01883,254,254,2456,0.0630957344480193,-12,0.0,0.5500000000000007,ok
1636,2022.06.30 12:49:52:643,14.345,1348.06060019464,67.1102205212396,3.73469645646748,523.227626943029,1239.26993516388,87.8080861857161,-8.635381,6.723234,0.716336,0.0,0.0,0.0,254,254,2456,0.0630957344480193,-12,0.0,0.5470000000000006,ok
1637,2022.06.30 12:49:53:192,14.894,1350.52387656579,67.3449192081293,3.75376899359427,519.082361986395,1243.64410207307,88.4171365052462,-8.630347,6.719896,0.716436,0.0,0.0,0.0,254,254,2456,0.0630957344480193,-12,0.0,0.5489999999999995,ok
1638,2022.06.30 12:49:53:739,15.441,1324.81413272421,60.5384536487336,3.53448289634619,650.356261622626,1151.30300567698,81.6737923277542,12.791481,-4.280217,-3.621945,-0.000191,-0.000277,8.3e-05,254,254,2456,0.0501187233627272,-13,0.0,0.5470000000000006,ok
1639,2022.06.30 12:49:54:286,15.988,1325.44799105081,60.2061422939061,3.53199635428512,657.338873671368,1148.06374761905,81.6554563026875,12.789179,-4.279401,-3.62129,0.0013,-0.002406,-0.001944,254,254,2456,0.0501187233627272,-13,0.0,0.5469999999999988,ok
1640,2022.06.30 12:49:54:835,16.537,1326.43949347367,59.8922689984915,3.53796278167961,664.110360659193,1145.29429205035,81.8544031111524,12.784874,-4.277864,-3.620077,-0.000429,-0.002313,0.000198,254,254,2456,0.0501187233627272,-13,0.0,0.5489999999999995,ok
1641,2022.06.30 12:49:55:398,17.1,1327.19896131632,59.5509540772387,3.53959103740685,671.304097769316,1141.9693102207,81.9389147553593,12.778482,-4.275573,-3.618285,0.000385,-0.000795,-0.00108,254,254,2456,0.0501187233627272,-13,0.0,0.5630000000000024,ok
1642,2022.06.30 12:49:55:946,17.648,1328.00529403678,59.2100404403595,3.54109230587289,678.497834879439,1138.64432839013,82.0234264014289,12.770851,-4.272807,-3.616176,-0.037607,-0.005725,0.044228,254,254,2456,0.0501187233627272,-13,0.0,0.5479999999999983,ok
1643,2022.06.30 12:49:56:494,18.196,1328.99035040068,58.8835605190017,3.54458624044424,685.480446928181,1135.59710969072,82.1651556277648,12.763904,-4.270326,-3.614219,0.0,0.0,0.0,254,254,2456,0.0501187233627272,-13,0.0,0.5480000000000018,ok
1644,2022.06.30 12:49:57:057,18.759,1329.93184683121,58.5769824757528,3.53931268280742,692.040808854625,1132.7213385366,82.1011895136908,12.757279,-4.267903,-3.612409,0.0,0.0,0.0,254,254,2456,0.0501187233627272,-13,0.0,0.5629999999999988,ok
1645,2022.06.30 12:49:57:609,19.311,1330.96311834878,58.2118460180409,3.53518511591541,699.790684878826,1129.16804494698,82.0691539626569,12.747967,-4.264345,-3.610015,0.0,0.0,0.0,254,254,2456,0.0501187233627272,-13,0.0,0.5519999999999996,ok
1646,2022.06.30 12:49:58:160,19.862,1332.07929113589,57.886893005684,3.53832688311593,706.773296927568,1126.12082624757,82.2108831889927,12.740211,-4.261514,-3.607891,1e-06,4e-06,-1e-06,254,254,2456,0.0501187233627272,-13,0.0,0.5509999999999984,ok
1647,2022.06.30 12:49:58:709,20.411,1333.01541207379,57.5738897220192,3.54449735425262,713.410895123612,1123.02415617651,82.4119420303032,12.733031,-4.258864,-3.605952,-0.000218,0.000439,0.000736,254,254,2456,0.0501187233627272,-13,0.0,0.549000000000003,ok
1648,2022.06.30 12:49:59:258,20.96,1334.09255372253,57.2358888439316,3.54526839356484,720.604632233735,1119.6991743464,82.4964536763728,12.725551,-4.256106,-3.603931,0.0,0.0,0.0,254,254,2456,0.0501187233627272,-13,0.0,0.5489999999999995,ok
1720,2022.06.30 12:49:49:778,0.0,1452.10423939619,42.5467106172783,2.95466813450165,1068.38123944774,980.594583989099,74.849923979491,-36.927517,20.3855,2.565106,0.0,0.0,0.0,0,0,2536,0.125892541179417,-9,0.0,0.0,ok
1721,2022.06.30 12:49:50:341,0.563,1449.30481153301,43.4709961658523,2.95010301232958,1050.39954046207,995.781868095706,74.5903030000627,-36.855747,20.448826,2.462543,-0.000118,0.000296,0.0004,254,254,2536,0.125892541179417,-9,0.0,0.563,ok
