,Unnamed: 0,RadarSysTime_labeled,Radar_Time_labeled,RANGE_labeled,AZIMUTH_labeled,ELEVATION_labeled,X_labeled,Y_labeled,Z_labeled,VELX_labeled,VELY_labeled,VELZ_labeled,ACCX_labeled,ACCY_labeled,ACCZ_labeled,P_UAV_labeled,P_UNK_labeled,ID_labeled,RCSEst_labeled,RCSEst_DBSM_labeled,label,TS_diff,jumped/ok
1961,10,2022.06.30 12:42:40:531,308.531,239.028465375468,49.9011908468033,48.6637002207047,101.687170330926,120.762491007834,179.473528453149,9.700459,-4.131469,-6.592725,0.0,0.0,1e-06,254,254,2260,0.0630957344480193,-12,1.0,0.5470000000000255,ok
1962,11,2022.06.30 12:42:41:080,309.08,234.641065026704,50.0594854133979,49.926798724157,96.9753801581138,115.81473655206,179.552643638104,9.695047,-4.128144,-6.589436,0.000582,-0.001005,-0.000609,254,254,2260,0.0630957344480193,-12,1.0,0.5489999999999782,ok
1963,12,2022.06.30 12:42:41:627,309.627,230.590061119426,50.2814933158424,51.2334148650062,92.2635899853015,111.059021454348,179.791824073531,9.689865,-4.12571,-6.58575,0.0,0.0,0.0,254,254,2260,0.0630957344480193,-12,1.0,0.5470000000000255,ok
1964,13,2022.06.30 12:42:42:175,310.175,226.651109278526,50.5177684372441,52.5226010577476,87.6856886042701,106.438481501402,179.868827223778,9.685301,-4.123298,-6.582695,0.015557,-0.036355,-0.04708,254,254,2260,0.0630957344480193,-12,1.0,0.5480000000000018,ok
1965,14,2022.06.30 12:42:42:739,310.739,222.654598681743,50.7401533824448,53.9907046410252,82.8400096401425,101.355551900866,180.110119692981,9.679574,-4.120263,-6.578877,0.0,0.0,0.0,254,254,2260,0.0630957344480193,-12,1.0,0.5639999999999645,ok
1966,15,2022.06.30 12:42:43:270,311.27,218.810797931687,50.9876740051505,55.510959579918,77.9943306760149,96.2726223007958,180.351412163116,9.67393,-4.117646,-6.574841,0.0,0.0,0.0,254,254,2260,0.0630957344480193,-12,1.0,0.5310000000000059,ok
1967,16,2022.06.30 12:42:43:835,311.835,214.97302173119,51.3620054752294,57.0176865268721,73.0714154418768,91.4105916176668,180.327679676935,9.668508,-4.115113,-6.570977,0.0,0.0,0.0,254,254,2260,0.0630957344480193,-12,1.0,0.5649999999999977,ok
1968,17,2022.06.30 12:42:44:385,312.385,211.628204553489,51.7310724430753,58.5643901895405,68.3596252690645,86.6548765204207,180.566860112362,9.663347,-4.112735,-6.567279,5e-06,-2.2e-05,1.4e-05,254,254,2260,0.0630957344480193,-12,1.0,0.5500000000000114,ok
1969,18,2022.06.30 12:42:44:933,312.933,208.277679887897,52.0947879555793,60.239866265371,63.5139463049369,81.5719469198848,180.808152581565,9.657957,-4.110245,-6.563418,0.0,0.0,0.0,254,254,2260,0.0630957344480193,-12,1.0,0.5480000000000018,ok
1970,19,2022.06.30 12:42:45:481,313.481,205.271926550568,52.5662587106182,61.8830870092148,58.8021561321246,76.8162318226387,181.047333016992,9.652884,-4.107883,-6.559796,0.000338,-0.000649,0.000614,254,254,2260,0.0630957344480193,-12,1.0,0.5480000000000018,ok
1971,20,2022.06.30 12:42:46:044,314.044,202.651121757407,53.0081049584962,63.4149769476839,54.5692686037343,72.4371825998714,181.225071804598,9.648275,-4.105781,-6.556478,0.00688,0.036187,-0.030609,254,254,2260,0.0630957344480193,-12,1.0,0.5629999999999882,ok
1972,21,2022.06.30 12:42:46:593,314.593,199.921675162003,53.6040362769137,65.0757217721932,49.9913672222372,67.8166426469252,181.302074954845,9.643285,-4.103542,-6.552861,0.000113,-0.000216,0.000204,254,254,2260,0.0630957344480193,-12,1.0,0.549000000000035,ok
1973,22,2022.06.30 12:42:47:172,315.172,196.760929975515,54.4295759238313,67.2899911868741,44.1878829697313,61.7883419389036,181.506185470149,9.636755,-4.100538,-6.548175,0.0,0.0,0.0,254,254,2260,0.0630957344480193,-12,1.0,0.5790000000000077,ok
1974,23,2022.06.30 12:42:47:736,315.736,194.616246226555,55.3377658091164,69.1795146683909,39.3422040056038,56.8974516968919,181.907543190755,9.631491,-4.098178,-6.544358,0.0,0.0,0.0,254,254,2260,0.0630957344480193,-12,1.0,0.5639999999999645,ok
1975,24,2022.06.30 12:42:48:284,316.284,192.509239637229,56.3759750633336,70.9666464592051,34.7643026241067,52.2769117439457,181.984546341933,9.626193,-4.095984,-6.5404,0.0,0.0,0.0,254,254,2260,0.0630957344480193,-12,1.0,0.5480000000000018,ok
1976,25,2022.06.30 12:42:48:832,316.832,190.600766847161,57.6273472598745,72.9521723365779,29.9186236599791,47.1939821438718,182.225838811137,9.620187,-4.093523,-6.535896,0.0,0.0,0.0,254,254,2260,0.0630957344480193,-12,1.0,0.5480000000000018,ok
1977,26,2022.06.30 12:42:49:412,317.412,188.915262413497,59.2378889854057,74.7959492000912,25.3407222789477,42.5734421904599,182.302841961384,9.615023,-4.091177,-6.532171,0.001848,-0.005169,-0.006141,254,254,2260,0.0630957344480193,-12,1.0,0.5799999999999841,ok
1978,27,2022.06.30 12:42:49:977,317.977,187.294172574629,61.5886245623702,76.9315880754408,20.1500294617134,37.249021860207,182.443398794159,9.609128,-4.088991,-6.527603,0.0,0.0,0.0,254,254,2260,0.0630957344480193,-12,1.0,0.5649999999999977,ok
1979,28,2022.06.30 12:42:50:543,318.543,186.125165029882,64.5552960807901,78.9664448237449,15.3043504975859,32.1660922596711,182.684691263363,9.602987,-4.086778,-6.522802,0.000617,-0.001726,-0.002051,254,254,2260,0.0630957344480193,-12,1.0,0.5660000000000309,ok
1980,29,2022.06.30 12:42:51:090,319.09,185.269193197482,68.871302661842,80.8736645334791,10.5925603252392,27.410377162425,182.923871699721,9.597712,-4.084432,-6.518965,0.0,0.0,0.0,254,254,2260,0.0630957344480193,-12,1.0,0.5469999999999686,ok
1981,30,2022.06.30 12:42:51:669,319.669,184.512348012199,76.1263623245535,82.8121590229399,5.53575629932017,22.4131713349998,183.062316498719,9.592208,-4.082743,-6.514474,0.027654,-0.073768,-0.083304,254,254,2260,0.0630957344480193,-12,1.0,0.5790000000000077,ok
1982,31,2022.06.30 12:42:52:234,320.234,183.951950614432,85.8235468548807,84.4190830653113,1.30286877092984,17.8420827532427,183.079990033992,9.586878,-4.083801,-6.508394,-0.000171,0.000434,0.000424,254,254,2260,0.0630957344480193,-12,1.0,0.5649999999999977,ok
1983,32,2022.06.30 12:42:52:796,320.796,183.999990552536,108.742446246547,85.969429644695,-4.15560162893497,12.2473121348557,183.544901438057,9.580716,-4.081951,-6.50334,0.0,0.0,0.0,254,254,2260,0.0630957344480193,-12,1.0,0.5620000000000118,ok
1984,33,2022.06.30 12:42:53:347,321.347,184.150328301649,139.807275964438,86.3858174440536,-8.86739180174728,7.49159703667829,183.784081873484,9.575482,-4.085035,-6.496055,0.0,0.0,0.0,254,254,2260,0.0630957344480193,-12,1.0,0.5509999999999877,ok
1985,34,2022.06.30 12:42:53:893,321.893,184.205102055884,167.273878223204,85.7514088633991,-13.3114043914634,3.00623222803188,183.698907738551,9.57058,-4.090988,-6.487263,-0.011539,0.022553,0.030806,254,254,2260,0.0630957344480193,-12,1.0,0.5459999999999923,ok
1986,35,2022.06.30 12:42:54:445,322.445,184.845853619782,-173.475207856344,84.3259747248685,-18.157083355591,-2.07669737204196,183.940200207755,9.564677,-4.096041,-6.478036,0.000925,-0.002449,-0.002797,254,254,2260,0.0630957344480193,-12,1.0,0.5520000000000209,ok
1987,36,2022.06.30 12:42:54:993,322.993,185.719442953767,-163.365710527509,82.616221503149,-22.8688735284033,-6.8324124692881,184.179380644113,9.559668,-4.095355,-6.473401,-0.000259,0.000508,0.000801,254,254,2260,0.0630957344480193,-12,1.0,0.5480000000000018,ok
1988,37,2022.06.30 12:42:55:540,323.54,186.683311057714,-156.87185423442,80.7552447785904,-27.58066370075,-11.7801669255241,184.258495827205,9.55432,-4.094556,-6.468497,-0.002352,0.001563,0.001523,254,254,2260,0.0630957344480193,-12,1.0,0.5470000000000255,ok
1989,38,2022.06.30 12:42:56:105,324.105,188.15303878035,-153.061756499487,78.7801261753907,-32.637467726669,-16.5853333948908,184.557005878538,9.548809,-4.093623,-6.463511,0.122842,-0.037638,-0.014486,254,254,2260,0.0630957344480193,-12,1.0,0.5649999999999977,ok
1990,39,2022.06.30 12:42:56:683,324.683,189.802294452105,-149.968645671347,76.8142698815736,-37.4831466907966,-21.6682629949646,184.798298347741,9.543145,-4.09131,-6.45926,-0.000783,0.00052,0.000507,254,254,2260,0.0630957344480193,-12,1.0,0.5779999999999745,ok
1991,40,2022.06.30 12:42:57:232,325.232,191.413453104286,-147.993982134286,74.981626508511,-42.061048071828,-26.2888029479109,184.875301497988,9.538185,-4.089324,-6.45551,0.039184,-0.01201,-0.004628,254,254,2260,0.0630957344480193,-12,1.0,0.549000000000035,ok
1992,41,2022.06.30 12:42:57:795,325.795,193.31724487504,-146.2635979153,73.0855802668636,-46.7728382446403,-31.2365574036812,184.954416682012,9.532839,-4.087279,-6.451407,-4.3e-05,9e-06,2.7e-05,254,254,2260,0.0630957344480193,-12,1.0,0.5629999999999882,ok
1993,42,2022.06.30 12:42:58:358,326.358,195.597967237155,-145.042854855257,71.1366489200787,-51.8296422700937,-36.2337632311064,185.092861481942,9.527233,-4.08479,-6.447327,0.0,0.0,0.0,254,254,2260,0.0630957344480193,-12,1.0,0.5629999999999882,ok
1994,43,2022.06.30 12:42:58:907,326.907,197.99937107722,-144.054156481983,69.4771017866534,-56.1964185897992,-40.7479875986392,185.432777553797,9.522246,-4.082571,-6.4437,0.0,0.0,0.0,254,254,2260,0.0630957344480193,-12,1.0,0.5489999999999782,ok
1995,44,2022.06.30 12:42:59:457,327.457,200.701914709232,-143.246851768789,67.6097882380014,-61.2532226157183,-45.74519342653,185.571222352795,9.516852,-4.080181,-6.439771,0.001734,-0.001366,-0.001281,254,254,2260,0.0630957344480193,-12,1.0,0.5500000000000114,ok
0,0,2022.06.30 12:37:24:637,0.0,960.976775911183,161.910033876017,4.63425835530007,-910.489430096522,297.417344998168,77.6420273911208,-1.663754,-4.853604,5.449321,0.00072,-0.05037,0.021441,254,254,2,0.1,-10,0.0,0.0,ok
1,1,2022.06.30 12:37:25:184,0.547,963.955915197809,161.738528163945,4.63796918636071,-912.410139396694,301.070304229674,77.9449541792274,-1.662422,-4.864803,5.45253,0.00024,-0.01682,0.00716,254,254,2,0.1,-10,0.0,0.547,ok
2,2,2022.06.30 12:37:25:731,1.094,966.846485337211,161.557937622603,4.63244104146243,-914.196959905551,304.858438605483,78.0857036812231,-1.661279,-4.866732,5.451756,8e-05,-0.005618,0.002391,254,254,2,0.1,-10,0.0,0.547,ok
3,3,2022.06.30 12:37:26:297,1.66,954.531843867999,161.618111992562,4.93340207270744,-902.471776489557,299.895582452908,82.0875948183239,-1.259371,-0.977063,4.662167,-0.001105,0.012444,0.000502,254,254,2,0.0316227766016838,-15,0.0,0.5659999999999998,ok
4,4,2022.06.30 12:37:26:860,2.223,955.634976287893,161.474984437254,4.97617307333498,-902.703485299123,302.478672788533,82.8931724671274,-1.259142,-0.974068,4.661986,-0.071034,-0.003501,0.132545,254,254,2,0.0316227766016838,-15,0.0,0.563,ok
5,5,2022.06.30 12:37:27:397,2.76,956.526966272941,161.332989353258,5.02614321605857,-902.724069047363,304.97603935151,83.8015977852046,-1.258227,-0.972315,4.660605,-0.00036,0.004015,0.000178,254,254,2,0.0316227766016838,-15,0.0,0.5369999999999999,ok
6,6,2022.06.30 12:37:27:945,3.308,952.724584330483,161.946399918817,4.66622152450871,-902.816790342198,294.276989684015,77.505032136105,-0.053856,-1.646399,0.093318,-0.023718,-0.001169,0.044256,254,254,2,0.158489319246111,-8,0.0,0.548,ok
7,7,2022.06.30 12:37:28:507,3.87,953.669719513297,161.931518530433,4.64643742745367,-903.661290587501,294.811924132187,77.2537067057565,-0.053159,-1.646275,0.092111,-0.00012,0.001341,5.9e-05,254,254,2,0.158489319246111,-8,0.0,0.5620000000000003,ok
8,8,2022.06.30 12:37:29:057,4.42,954.324458372457,161.928624534283,4.6246575480177,-904.294665771479,295.069095449191,76.9451636942104,-0.053459,-1.64649,0.092299,0.001325,-0.000698,0.000215,254,254,2,0.158489319246111,-8,0.0,0.5499999999999998,ok
9,9,2022.06.30 12:37:29:604,4.967,955.197661441441,161.924772321007,4.59566414238462,-905.139166016782,295.41199053884,76.5337730124593,-0.05352,-1.645797,0.091897,-0.002553,-0.000126,0.004763,254,254,2,0.158489319246111,-8,0.0,0.5469999999999997,ok
10,10,2022.06.30 12:37:30:185,5.548,954.215877720481,162.377668689998,4.55021181534533,-906.570775226632,287.970134033887,75.7005462553352,1.390488,-1.9981,-1.836381,-0.002767,0.004855,0.006682,254,254,2,0.0158489319246111,-18,0.0,0.5810000000000004,ok
11,11,2022.06.30 12:37:30:748,6.111,955.105196496564,162.448017875821,4.51195895476892,-907.816941845881,287.139346256532,75.1354264225811,1.388363,-1.999143,-1.836188,-0.000921,0.001616,0.002225,254,254,2,0.0158489319246111,-18,0.0,0.5629999999999997,ok
12,12,2022.06.30 12:37:31:312,6.675,956.214787116538,162.517126262203,4.46656523767077,-909.274233526921,286.39428225136,74.4674589205533,1.388224,-1.999055,-1.836142,-0.000308,0.00054,0.000743,254,254,2,0.0158489319246111,-18,0.0,0.5640000000000001,ok
13,13,2022.06.30 12:37:31:907,7.27,951.908519292445,162.742616932698,4.6795064640225,-906.025022614073,281.456258245769,77.6586260050535,2.172172,-0.789941,-2.068974,-0.000101,0.000177,0.000244,254,254,2,0.125892541179417,-9,0.0,0.5949999999999998,ok
14,14,2022.06.30 12:37:32:453,7.816,952.569705888626,162.835504466065,4.67413469541667,-907.116716694233,280.183672635456,77.6235560839996,2.169074,-0.791541,-2.068724,-0.004038,0.000932,0.00245,254,254,2,0.125892541179417,-9,0.0,0.5460000000000003,ok
15,15,2022.06.30 12:37:33:019,8.382,953.164196399618,162.939333129937,4.65944416068293,-908.208410774392,278.719047666153,77.4284209115431,2.16869,-0.790849,-2.068328,-0.001348,0.000311,0.000818,254,254,2,0.125892541179417,-9,0.0,0.5659999999999998,ok
16,16,2022.06.30 12:37:33:565,8.928,952.630377906535,163.113849141525,4.75866159412875,-908.414437112302,275.757581652222,79.0291308164597,3.051431,-1.2804,-2.122665,-0.000432,0.0001,0.000262,254,254,2,0.125892541179417,-9,0.0,0.5460000000000012,ok
17,17,2022.06.30 12:37:34:114,9.477,953.655027227192,163.236495801402,4.75512679590837,-909.985033836417,274.108330166964,79.0555025441572,3.058892,-1.294983,-2.121559,0.074629,-0.098009,0.08023,254,254,2,0.125892541179417,-9,0.0,0.5489999999999995,ok
18,18,2022.06.30 12:37:34:677,10.04,954.684010551079,163.358877375529,4.75157798296044,-911.555630560999,272.459078681706,79.0818742718548,3.060966,-1.299861,-2.120117,0.042664,-0.087424,0.034978,254,254,2,0.125892541179417,-9,0.0,0.5629999999999988,ok
19,19,2022.06.30 12:37:35:225,10.588,955.614297824915,163.47090644126,4.73877124718104,-912.992338493799,270.945002340748,78.9460687153041,3.060587,-1.300939,-2.118911,0.0,0.0,0.0,254,254,2,0.125892541179417,-9,0.0,0.548,ok
20,20,2022.06.30 12:37:35:774,11.137,954.13427771478,163.372910261822,4.78268688663048,-911.056144168336,272.066732219937,79.5525945685804,2.666318,-1.781422,-1.469278,0.006554,-0.007469,-0.011439,254,254,2,0.1,-10,0.0,0.5490000000000013,ok
21,21,2022.06.30 12:37:36:352,11.715,955.520973661446,163.471591579131,4.79039118479128,-912.837865953778,270.887283224376,79.7962491298094,2.667598,-1.785538,-1.471483,0.0,0.0,0.0,254,254,2,0.1,-10,0.0,0.5779999999999994,ok
