,id,azimuth,elevation,range,heading,angularVel,radialVel,rcs,rcs_dsbm,TrackTime,SystemTime,pos_x,pos_y,pos_z,vel,velXY,vel_x,vel_y,vel_z,acc,accXY,acc_x,acc_y,acc_z,disp,dispXY,MaxVelocity,probUAV,label
560,22,-180.786597526991,1.48409370275644,338.421688373273,-3.8766915450362625,11.420325622919368,-18.328864845079448,0.0083570601464589,-20.7794647216797,4.5,2021.03.18 11:39:55:207,-338.267479397857,4.60945046923691,8.8077036233968,18.355802949415683,18.347370924989143,18.3053896731633,-1.24045506681353,-0.556311116768761,14.09910142780835,14.107606792581944,14.339090035806002,1.2808082711323001,-2.183457585481492,17.65578619824449,17.40046468064407,18.355802949415683,0.0197955694837639,0.0
561,22,-183.313068704785,-3.15057138227067,331.441998175855,9.74124571729815,27.235874524668827,-17.022406235665397,0.0082215555357361,-20.8504600524902,5.0,2021.03.18 11:39:55:707,-330.37819267032,19.1248593879247,-18.2152825610548,19.0321067323988,17.870397464342734,17.6127406913137,3.02365191021219,-6.54751717369511,1.352607565966231,-0.9539469212928182,-1.3852979636992018,8.52821395405144,-11.982412113852698,31.67301254176929,16.520833548765413,19.0321067323988,0.0182437061701181,0.0
562,22,-182.69665573678,-4.34848782251466,332.808286558907,-1.2409420440043042,-21.96437552260491,-9.743743105738572,0.007880770489734,-21.0343132019043,5.5,2021.03.18 11:39:56:207,-331.482733954153,15.6128996686983,-25.2343958638993,12.119040102915704,10.265048796110696,10.2626412657163,-0.222308429328661,-6.44204208535969,-13.826133258966188,-15.210697336464076,-14.700198851194799,-6.491920679081702,0.21095017667084015,7.926021957787453,3.681558435929029,19.0321067323988,0.0159919311310042,0.0
563,22,-183.210174133193,-4.49098784518692,328.951297975936,19.56370329945677,41.609290686922144,-5.872371345225513,0.0081945697005497,-20.8647384643555,6.0,2021.03.18 11:39:56:707,-327.426648885761,18.364513229828,-25.7574329239296,9.004821479786324,6.883087239070815,6.48572503846583,2.30483419492095,-5.8060244524254,-6.2284372462587605,-6.763923114079761,-7.553832454500942,5.054285248499222,1.2720352658685794,4.9291754927158555,4.90134708746743,19.0321067323988,0.0298486703409339,0.0
564,22,-183.844196183341,-4.49886172158378,333.151445661272,120.1646823604062,201.20195812189888,3.436533345401181,0.0088139734439912,-20.548282623291,6.5,2021.03.18 11:39:57:207,-331.377553258506,22.2671511718452,-26.1318928846973,7.571322404003887,5.419311731699777,-2.72313425909934,4.68545402840091,-5.28734179905483,-2.866998151564875,-2.927551014742077,-18.41771859513034,4.76123966695992,1.0373653067411404,5.566008312180829,5.553397903000282,19.0321067323988,0.0616724363395146,0.0
565,22,-184.214916161129,-4.52153208142235,336.244335356213,133.2423077381713,26.155250755530176,5.096794916312043,0.0088139734439912,-20.548282623291,7.0,2021.03.18 11:39:57:707,-334.291237086259,24.6364531970939,-26.5073182349393,7.7705639616778255,6.478840495064688,-4.43855771359898,4.71959527751491,-4.29025525138495,0.3984831153478776,2.119057526729822,-3.43084690899928,0.06828249822799926,1.9941730953397592,3.7741343018712676,3.755415494317106,19.0321067323988,0.0308597769056051,0.0
566,22,-184.646255083804,-4.03591006207019,339.413946763524,136.32186692192235,6.159118367502117,5.740617521755938,0.0088139734439912,-20.548282623291,7.5,2021.03.18 11:39:58:207,-337.459136841636,27.425492665518,-23.888227336683,7.509821337682685,7.221215867616363,-5.22260550053243,4.98701818650411,-2.06190637934893,-0.521485247990281,1.4847507451033497,-1.5680955738669002,0.5348458179784004,4.456697744072041,4.967289718737373,4.220702550114732,19.0321067323988,0.0211629022685988,0.0
518,21,-186.173135519028,0.340518921613693,405.433929443359,32.96097785726133,0,-2.7027095353241024,0.0543406437171111,-12.6487522125244,0.0,2021.03.18 11:39:46:712,-403.075899165295,43.5968429958287,2.40955115511843,3.4853047081223885,3.484846123560297,2.92392984942245,1.89599228388452,0.0565367452800274,0,0,0,0,0,0,0,3.4853047081223885,0.0384458228945732,0.0
519,21,-186.122257514642,-0.632122495999703,403.315816732553,-23.650979789180056,-113.22391529288277,-3.766935544043426,0.0711320421400343,-11.4793472290039,0.5,2021.03.18 11:39:47:212,-400.991129459839,43.011170055867,-4.44953625986964,3.9538420987859992,3.95200229426712,3.62005840734691,-1.58540192421024,-0.120603516697884,0.9370747813272216,0.9343123414136452,1.3922571158489205,-6.96278841618952,-0.35428052395582277,7.1927990159491015,2.1654739706102792,3.9538420987859992,0.0712613761425018,0.0
520,21,-185.276642281669,-1.15255333014897,399.08805367606,-53.693421442782444,-60.08488330720478,-5.901598062615794,0.0582211382659912,-12.4663675580706,1.0,2021.03.18 11:39:47:712,-397.308764366635,36.6943355897476,-8.02491668323172,9.017694307566451,8.931375753677424,5.28831857792435,-7.19744117528981,-1.24472397395543,10.127704417560903,9.958746918820609,3.3365203411548787,-11.22407850215914,-2.248240914515092,8.139137271465692,7.311785715678571,9.017694307566451,0.0934876720820153,0.0
521,21,-184.878502440903,-1.77460821844497,394.659541867814,-46.521878239067995,14.343086407428899,-6.968995282537891,0.037271989462015,-14.3240942325232,1.5,2021.03.18 11:39:48:212,-393.04119025823,33.5469543927609,-12.2216432410767,9.684587066833911,9.422821544635694,6.48363189907902,-6.83754950689906,-2.23643931127944,1.3337855185349206,0.9828915819165402,2.390626642309341,0.7197833367815001,-1.9834306746480195,6.762448592868955,5.302659443135484,9.684587066833911,0.299983581563212,0.0
522,21,-184.845410619464,-0.681105914570037,390.324878220331,-35.49717335719018,22.049409763755634,-7.5810402973874895,0.015951156193624,-17.9720783233643,2.0,2021.03.18 11:39:48:712,-388.902460391126,32.9674891500114,-4.63989177059832,9.022721557803301,8.784432540544245,7.15179450358376,-5.10079311851419,2.05991486481258,-1.3237310180612205,-1.276778008182898,1.3363252090094804,3.4735127767697396,8.59270835218404,8.657240913854405,4.1790985727084236,9.684587066833911,0.37196472457477,0.0
523,21,-184.662418455448,-0.910192820823418,385.04275800597,-28.82676929349245,13.340808127395455,-8.720348599485632,0.0130169775167176,-18.8548984527588,2.5,2021.03.18 11:39:49:212,-383.720091768105,31.29444616822,-6.11664725442362,9.62304696682031,9.536655260018586,8.35488727533352,-4.59822271806295,1.28656106624963,1.200650818034017,1.5044454389486823,2.406185543499518,1.0051408009024794,-1.5467075971258994,5.642412969891685,5.445733868248963,9.684587066833911,0.296556375499041,0.0
