,RadarSysTime_labeled,Radar_Time_labeled,RANGE_labeled,AZIMUTH_labeled,ELEVATION_labeled,X_labeled,Y_labeled,Z_labeled,VELX_labeled,VELY_labeled,VELZ_labeled,ACCX_labeled,ACCY_labeled,ACCZ_labeled,P_UAV_labeled,P_UNK_labeled,ID_labeled,RCSEst_labeled,RCSEst_DBSM_labeled,label,TS_diff,jumped/ok
217,2022.07.01 13:20:13:553,137.785,936.376947878548,161.596318774086,5.9165215003027,-883.753783578155,294.048820446231,96.5211361506954,-3.258673,3.953547,8.464396,0.0,0.0,1e-06,254,254,199,0.0199526231496888,-17,0.0,0.5459999999999923,ok
218,2022.07.01 13:20:14:102,138.334,942.626919868695,162.294606346125,4.79842533604216,-894.830106785347,285.669534049157,78.851172266528,-2.608451,-0.443414,2.177683,0.000118,8e-06,-0.00018,254,254,199,0.0501187233627272,-13,0.0,0.5490000000000066,ok
219,2022.07.01 13:20:14:651,138.883,942.70584344804,162.186064970109,4.79110576310924,-894.371787889165,287.391330335464,78.7377644274384,-2.607744,-0.443151,2.177445,0.107112,-0.082712,-0.052746,254,254,199,0.0501187233627272,-13,0.0,0.5490000000000066,ok
220,2022.07.01 13:20:15:197,139.429,942.689148999225,162.067187213279,4.77438247105247,-893.779580201669,289.248301766071,78.4621793022379,-2.606781,-0.443065,2.17639,0.0,0.0,0.0,254,254,199,0.0501187233627272,-13,0.0,0.5459999999999923,ok
221,2022.07.01 13:20:15:763,139.995,942.885262288972,162.488029970301,4.79826665607257,-896.035105908582,282.724603524195,78.8701805705205,-0.809576,-0.456918,0.39213,0.0,0.0,0.0,0,0,199,0.0794328234724281,-11,0.0,0.5660000000000025,ok
222,2022.07.01 13:20:16:311,140.543,943.073781524048,162.465437956236,4.79090610064434,-896.112342178126,283.137541799199,78.7652208656073,-0.812957,-0.457532,0.394869,0.000592,-0.000925,-0.000997,254,254,199,0.0794328234724281,-11,0.0,0.5480000000000018,ok
223,2022.07.01 13:20:16:861,141.093,943.162392759269,162.432536950527,4.77417005017453,-896.055689656822,283.685655218505,78.4980838764459,-0.814293,-0.457718,0.395872,0.0,0.0,0.0,254,254,199,0.0794328234724281,-11,0.0,0.549999999999983,ok
224,2022.07.01 13:20:17:408,141.64,943.251393230737,162.399643744848,4.7574355845596,-895.999037135051,284.233768637809,78.2309468863532,-0.814005,-0.457603,0.395521,0.045764,-0.084298,-0.128474,254,254,199,0.0794328234724281,-11,0.0,0.546999999999997,ok
225,2022.07.01 13:20:17:955,142.187,942.436738151477,162.891135034329,4.96756111643869,-897.348311351475,276.21237444962,81.6072161830962,1.03707,0.131604,-0.841463,0.0,0.0,0.0,254,254,199,0.125892541179417,-9,0.0,0.5470000000000255,ok
226,2022.07.01 13:20:18:506,142.738,942.468568974509,162.912622460817,4.96752180257158,-897.482200143256,275.885159946796,81.6093282168731,1.028381,0.129169,-0.834977,0.015269,-0.028126,-0.042866,254,254,199,0.125892541179417,-9,0.0,0.5509999999999877,ok
227,2022.07.01 13:20:19:052,143.284,942.347645575259,162.978306375305,4.97482440723252,-897.672741456342,274.817792666141,81.7185119884089,1.028035,0.12917,-0.834593,0.0,0.0,0.0,254,254,199,0.125892541179417,-9,0.0,0.5459999999999923,ok
228,2022.07.01 13:20:19:603,143.835,942.755253702739,163.376707253371,4.91963409466054,-900.02608718104,268.707887600951,80.8491305997595,2.075228,-0.174404,-2.368649,0.0,0.0,0.0,254,254,199,0.125892541179417,-9,0.0,0.5510000000000161,ok
229,2022.07.01 13:20:20:155,144.387,943.079647594921,163.493873339466,4.90254981393434,-900.906656199408,266.96549950141,80.5967778470367,2.072829,-0.175229,-2.36725,0.0,0.0,0.0,254,254,199,0.125892541179417,-9,0.0,0.5519999999999925,ok
230,2022.07.01 13:20:20:701,144.933,943.154780140342,163.590891176659,4.8929139658327,-901.4422113656,265.464602131582,80.4451607307419,2.072846,-0.175162,-2.367248,0.0,0.0,0.0,254,254,199,0.125892541179417,-9,0.0,0.5459999999999923,ok
231,2022.07.01 13:20:21:252,145.484,943.336660336405,163.698091387795,4.89261202938613,-902.111655322642,263.828529617924,80.4557208986953,2.072136,-0.175102,-2.366545,-0.000962,0.002981,-0.000571,254,254,199,0.125892541179417,-9,0.0,0.5510000000000161,ok
232,2022.07.01 13:20:21:802,146.034,943.110823354221,163.721303892842,4.92610661234675,-901.957182783087,263.3867317845,80.9857708103955,1.941696,-0.125348,-2.030452,0.0,0.0,0.0,254,254,199,0.0501187233627272,-13,0.0,0.549999999999983,ok
233,2022.07.01 13:20:22:353,146.585,943.580721485442,163.815813499677,4.92777821234213,-902.83775180192,262.028422401076,81.0535485604778,1.940364,-0.125332,-2.029676,0.0,0.0,0.0,254,254,199,0.0501187233627272,-13,0.0,0.5510000000000161,ok
234,2022.07.01 13:20:22:900,147.132,943.664689151803,163.912751232161,4.9180989479101,-903.373306967647,260.527525031248,80.901931444183,1.939245,-0.125414,-2.028396,0.000665,-0.000703,-0.002196,254,254,199,0.0501187233627272,-13,0.0,0.546999999999997,ok
235,2022.07.01 13:20:23:446,147.678,943.817799100337,163.998420260566,4.91781389973428,-903.908862133373,259.218667020414,80.9103795783594,1.938036,-0.125254,-2.027745,0.00586,0.00165,-0.005759,254,254,199,0.0501187233627272,-13,0.0,0.5459999999999923,ok
236,2022.07.01 13:20:23:998,148.23,943.906844180921,164.095312540918,4.90811163122516,-904.4444172991,257.717769650586,80.7587624620646,1.936643,-0.125096,-2.027101,0.0,0.0,0.0,254,254,199,0.0501187233627272,-13,0.0,0.5519999999999925,ok
237,2022.07.01 13:20:24:545,148.777,944.386802810788,164.189552266993,4.90973829871405,-905.324986317934,256.359460268097,80.8265402121469,1.935431,-0.125056,-2.025898,0.00014,-0.00027,-0.00037,254,254,199,0.0501187233627272,-13,0.0,0.546999999999997,ok
238,2022.07.01 13:20:25:111,149.343,944.481154346747,164.286363390677,4.90001515644229,-905.86054148366,254.858562898269,80.6749230958521,1.934298,-0.124998,-2.024786,-0.012188,0.023604,0.038158,254,254,199,0.0501187233627272,-13,0.0,0.5660000000000025,ok
239,2022.07.01 13:20:25:658,149.89,941.714353490603,161.887732835663,4.91074203450844,-891.766149606661,291.685447597451,80.6142521258444,-4.219311,-0.240978,4.459602,4.6e-05,-8.9e-05,-0.000122,254,254,199,0.0316227766016838,-15,0.0,0.546999999999997,ok
240,2022.07.01 13:20:26:206,150.438,941.78069537813,161.681832313098,4.9127283895286,-890.772275544753,294.908141253116,80.6524614030495,-4.218077,-0.240919,4.458311,-0.003903,0.007574,0.012232,254,254,199,0.0316227766016838,-15,0.0,0.5480000000000018,ok
241,2022.07.01 13:20:26:759,150.991,941.761546233383,161.465538320281,4.90525867654873,-889.644512691529,298.26601005355,80.5284933950752,-4.216269,-0.240842,4.456429,-0.017805,0.018348,0.056377,254,254,199,0.0316227766016838,-15,0.0,0.5530000000000257,ok
242,2022.07.01 13:20:27:305,151.537,948.054990517379,162.128477548373,4.47551779213825,-899.557193127476,290.055388310251,73.9796799784526,-2.210247,-2.192302,0.562766,0.017948,-0.03803,-0.059375,254,254,199,0.0199526231496888,-17,0.0,0.5459999999999923,ok
