,Unnamed: 0,RadarSysTime_labeled,Radar_Time_labeled,RANGE_labeled,AZIMUTH_labeled,ELEVATION_labeled,X_labeled,Y_labeled,Z_labeled,VELX_labeled,VELY_labeled,VELZ_labeled,ACCX_labeled,ACCY_labeled,ACCZ_labeled,P_UAV_labeled,P_UNK_labeled,ID_labeled,RCSEst_labeled,RCSEst_DBSM_labeled,label,TS_diff,jumped/ok
344,1662,2022.06.30 13:19:24:506,11.576,807.5545811,-10.75344904,1.124298798,793.2205108,-150.6470908,15.84539712,4.393456,9.821916,-11.185071,4e-05,-8.2e-05,-0.000138,254,254,387,0.012589254,-19,0,0.562,ok
345,1663,2022.06.30 13:19:25:056,12.126,812.2973332,-11.25378924,1.120756946,796.5263743,-158.4937098,15.88825268,4.390549,9.816212,-11.178461,0.001285,-0.00258,-0.003979,254,254,387,0.012589254,-19,0,0.55,ok
346,1664,2022.06.30 13:19:25:618,12.688,816.7135917,-11.71814541,1.103121643,799.5438764,-165.8416668,15.72330088,4.388105,9.811246,-11.172794,0.00379,-0.00173,0.001875,254,254,387,0.012589254,-19,0,0.562,ok
347,1665,2022.06.30 13:19:26:165,13.235,821.4093447,-12.18021046,1.09248191,802.7725036,-173.2753476,15.66119674,4.384762,9.805708,-11.165849,-0.001111,0.002296,0.003632,254,254,387,0.012589254,-19,0,0.547,ok
348,1666,2022.06.30 13:19:26:715,13.785,826.8380079,-12.73205841,1.069399983,806.3667283,-182.1967467,15.43166392,4.3815,9.799368,-11.15847,0.0,0.0,0.0,254,254,387,0.012589254,-19,0,0.55,ok
349,1667,2022.06.30 13:19:27:264,14.334,831.5936869,-13.20672033,1.059149553,809.4614667,-189.957642,15.37167182,4.378808,9.794226,-11.152438,-0.000371,0.000766,0.001212,254,254,387,0.012589254,-19,0,0.549,ok
350,1668,2022.06.30 13:19:27:816,14.886,836.5009749,-13.66478297,1.037715476,812.6900939,-197.5833621,15.14950243,4.375618,9.788614,-11.145601,0.0,0.0,0.0,254,254,387,0.012589254,-19,0,0.552,ok
699,1612,2022.06.30 13:20:00:034,0.0,1812.278755,31.02015853,10.23521075,1528.382525,919.0769001,322.0229747,1.717327,12.750888,8.453964,0.000799,0.000527,-0.001102,0,0,693,0.01,-20,0,0.0,ok
700,1613,2022.06.30 13:20:00:599,0.565,1818.806054,30.94801651,10.40133997,1534.237374,919.9693082,328.3711515,1.717859,12.750116,8.453901,0.0,0.0,0.0,254,254,693,0.01,-20,0,0.565,ok
701,1614,2022.06.30 13:20:01:147,1.113,1824.511489,30.87795365,10.54598734,1539.458848,920.5427696,333.9305895,1.719501,12.747869,8.453676,0.0,0.0,0.0,254,254,693,0.01,-20,0,0.548,ok
702,1615,2022.06.30 13:20:01:695,1.661,1829.950655,30.80879875,10.68299687,1544.469197,921.0099154,339.2271146,1.722318,12.744755,8.453143,-0.031644,-0.022546,0.048309,254,254,693,0.01,-20,0,0.548,ok
703,1616,2022.06.30 13:20:02:242,2.208,1836.400331,30.73264762,10.84155218,1550.324046,921.7102841,345.4152262,1.725844,12.740333,8.452578,0.0,0.0,0.0,254,254,693,0.01,-20,0,0.547,ok
704,1617,2022.06.30 13:20:02:790,2.756,1842.275505,30.66895706,10.98770711,1555.54552,922.4757849,351.1347294,1.728928,12.736136,8.452148,-0.010569,-0.00753,0.016135,254,254,693,0.01,-20,0,0.548,ok
705,1618,2022.06.30 13:20:03:340,3.306,1848.342586,30.59618296,11.12490263,1561.112008,923.0986976,356.6348378,1.731882,12.732118,8.451737,0.0,0.0,0.0,254,254,693,0.01,-20,0,0.55,ok
706,1619,2022.06.30 13:20:03:888,3.854,1853.9628,30.533703,11.26264297,1566.122357,923.7578827,362.0914282,1.73541,12.727897,8.451134,0.0,0.0,0.0,254,254,693,0.01,-20,0,0.548,ok
707,1620,2022.06.30 13:20:04:441,4.407,1860.347364,30.45400101,11.41282405,1571.977206,924.2662121,368.1194745,1.738892,12.723167,8.450645,0.0,0.0,0.0,254,254,693,0.01,-20,0,0.553,ok
708,1621,2022.06.30 13:20:04:990,4.956,1866.426038,30.39328074,11.54922835,1577.332569,925.166888,373.6768005,1.741974,12.718974,8.450216,-0.012296,0.009843,0.027735,254,254,693,0.01,-20,0,0.549,ok
709,1622,2022.06.30 13:20:05:536,5.502,1871.674155,30.32711121,11.67370004,1582.131793,925.5277182,378.7104127,1.744783,12.715254,8.44981,0.0,0.0,0.0,254,254,693,0.01,-20,0,0.546,ok
710,1623,2022.06.30 13:20:06:086,6.052,1878.357246,30.25898336,11.82935426,1587.986642,926.4201263,385.0585895,1.748288,12.710494,8.449318,0.0,0.0,0.0,254,254,693,0.01,-20,0,0.55,ok
711,1624,2022.06.30 13:20:06:633,6.599,1884.358211,30.18699081,11.96707565,1593.419241,926.9078639,390.7208752,1.751416,12.706239,8.448882,0.0,0.0,0.0,254,254,693,0.01,-20,0,0.547,ok
712,1625,2022.06.30 13:20:07:181,7.147,1890.48812,30.12765608,12.09990076,1598.774604,927.8085398,396.2782012,1.754399,12.702182,8.448466,0.0,0.0,0.0,254,254,693,0.01,-20,0,0.548,ok
713,1626,2022.06.30 13:20:07:729,7.695,1896.070722,30.06239108,12.22745415,1603.784953,928.2756856,401.5747263,1.757536,12.697955,8.448031,0.0,0.0,0.0,254,254,693,0.01,-20,0,0.548,ok
714,1627,2022.06.30 13:20:08:276,8.242,1902.525459,29.99620039,12.37288402,1609.428677,929.0617781,407.6599902,1.761007,12.693237,8.447546,0.0,0.0,0.0,254,254,693,0.01,-20,0,0.547,ok
715,1628,2022.06.30 13:20:08:828,8.794,1908.291857,29.92607868,12.50090447,1614.650151,929.4432001,413.0593629,1.763995,12.68917,8.447132,-0.03312,0.070534,0.09934,254,254,693,0.01,-20,0,0.552,ok
716,1629,2022.06.30 13:20:09:378,9.344,1914.630052,29.8625744,12.63238083,1620.216639,930.2581522,418.7195366,1.767383,12.684565,8.446665,0.0,0.0,0.0,254,254,693,0.01,-20,0,0.55,ok
717,1630,2022.06.30 13:20:09:927,9.893,1920.837496,29.7978723,12.76890013,1625.649238,930.9379292,424.5418876,1.770656,12.680107,8.446214,0.0,0.0,0.0,254,254,693,0.01,-20,0,0.549,ok
718,1631,2022.06.30 13:20:10:476,10.442,1926.897876,29.73898316,12.90247749,1630.870712,931.7034299,430.2613908,1.773775,12.675863,8.44578,0.0,2e-06,2e-06,254,254,693,0.01,-20,0,0.549,ok
719,1632,2022.06.30 13:20:11:022,10.988,1932.841855,29.67532479,13.03121646,1636.092186,932.2768913,435.8208289,1.776748,12.671814,8.445371,0.0,0.0,0.0,254,254,693,0.01,-20,0,0.546,ok
720,1633,2022.06.30 13:20:11:572,11.538,1938.359868,29.6142725,13.14129181,1641.025299,932.7728966,440.6922638,1.779797,12.667632,8.444969,-0.003677,0.00783,0.011032,254,254,693,0.01,-20,0,0.55,ok
721,1634,2022.06.30 13:20:12:119,12.085,1945.357966,29.54478165,13.2883243,1647.091273,933.5795809,447.1432882,1.783556,12.662521,8.444445,0.0,1e-06,1e-06,254,254,693,0.01,-20,0,0.547,ok
722,1635,2022.06.30 13:20:12:668,12.634,1950.885537,29.48785379,13.40674273,1651.890497,934.1324505,452.3369657,1.786404,12.65864,8.444054,-1e-06,-1e-06,1e-06,254,254,693,0.01,-20,0,0.549,ok
723,1636,2022.06.30 13:20:13:216,13.182,1957.167265,29.42514898,13.53816909,1657.323096,934.8122274,458.1593166,1.789716,12.654119,8.443603,0.0,0.0,0.0,254,254,693,0.01,-20,0,0.548,ok
724,1637,2022.06.30 13:20:13:765,13.731,1963.623689,29.35742493,13.67067518,1662.96682,935.4062806,464.0845152,1.793097,12.649517,8.443134,0.0,0.0,0.0,254,254,693,0.01,-20,0,0.549,ok
725,1638,2022.06.30 13:20:14:315,14.281,1969.906871,29.30230387,13.79260677,1668.322183,936.3069565,469.6418412,1.796278,12.645188,8.442693,0.0,0.0,0.0,254,254,693,0.01,-20,0,0.55,ok
726,1639,2022.06.30 13:20:14:893,14.859,1976.095489,29.23558677,13.91764065,1673.754782,936.7946941,475.3041269,1.799407,12.640925,8.442262,0.030832,-0.05545,-0.083619,254,254,693,0.01,-20,0,0.578,ok
727,1640,2022.06.30 13:20:15:426,15.392,1982.425618,29.17421092,14.04570663,1679.187381,937.474471,481.1264779,1.802745,12.636367,8.441809,0.0,0.0,0.0,254,254,693,0.01,-20,0,0.533,ok
728,1669,2022.06.30 13:19:54:316,0.0,1204.35819,40.18661111,2.126627545,919.4319419,776.6120171,44.69148142,-3.769128,4.642139,8.406861,0.000121,9.7e-05,-0.000279,0,0,764,0.031622777,-15,0,0.0,ok
729,1670,2022.06.30 13:19:54:865,0.549,1209.626953,40.22416418,2.225807042,922.8820805,780.5632392,46.9793598,-3.756623,4.659818,8.400448,0.0,0.0,0.0,254,254,764,0.031622777,-15,0,0.549,ok
730,1671,2022.06.30 13:19:55:414,1.098,1214.163442,40.2555175,2.32087753,925.8533163,783.9457562,49.16861458,-3.750357,4.664608,8.396669,3.8e-05,3e-05,-8.8e-05,254,254,764,0.031622777,-15,0,0.549,ok
731,1672,2022.06.30 13:19:55:961,1.645,1219.440171,40.29248015,2.418417543,929.3034549,787.8969783,51.45649296,-3.746156,4.663902,8.393488,0.0,0.0,0.0,254,254,764,0.031622777,-15,0,0.547,ok
732,1673,2022.06.30 13:19:56:511,2.195,1199.065299,40.45322681,2.530189229,911.5223058,777.2275748,52.93367438,-0.705107,2.040913,6.485188,0.000205,3.3e-05,-0.000259,254,254,764,0.015848932,-18,0,0.55,ok
733,1674,2022.06.30 13:19:57:057,2.741,1201.712004,40.51379186,2.635718724,912.6345836,779.843581,55.26162401,-0.704265,2.040836,6.484384,0.0,0.0,0.0,254,254,764,0.015848932,-18,0,0.546,ok
734,1675,2022.06.30 13:19:57:606,3.29,1204.231702,40.5671526,2.733458173,913.7468614,782.2675479,57.42950839,-0.702854,2.040737,6.483017,0.0,0.0,0.0,254,254,764,0.015848932,-18,0,0.549,ok
735,1676,2022.06.30 13:19:58:154,3.838,1214.20977,40.52479493,2.331531956,922.186954,788.3125102,49.39609275,-3.741606,3.010783,6.660436,-3e-06,0.0,5e-06,254,254,764,0.1,-10,0,0.548,ok
736,1677,2022.06.30 13:19:58:718,4.402,1218.586689,40.56785265,2.401331569,924.8698286,791.8096105,51.05740965,-3.742116,3.012637,6.662654,0.0,0.0,0.0,254,254,764,0.1,-10,0,0.564,ok
737,1678,2022.06.30 13:19:59:269,4.953,1222.543028,40.6125413,2.466760097,927.2076893,795.06522,52.61799091,-3.740636,3.012689,6.662018,6e-06,1e-06,-7e-06,254,254,764,0.1,-10,0,0.551,ok
738,1679,2022.06.30 13:19:59:816,5.5,1226.683994,40.65766193,2.523806075,929.6794388,798.4560047,54.01639489,-3.73697,3.011916,6.660429,0.0,0.0,0.0,254,254,764,0.1,-10,0,0.547,ok
739,1680,2022.06.30 13:20:00:380,6.064,1252.695229,41.2688525,2.673443965,940.5295296,825.3698981,58.43005225,-6.439591,2.955028,11.449734,0.0,0.0,0.0,254,254,764,0.1,-10,0,0.564,ok
740,1681,2022.06.30 13:20:00:928,6.612,1259.420506,41.3866235,2.758720829,943.8046118,831.6841666,60.61611029,-6.437132,2.954663,11.447474,0.0,0.0,0.0,254,254,764,0.1,-10,0,0.548,ok
741,1682,2022.06.30 13:20:01:475,7.159,1265.70219,41.48955513,2.836936022,946.9458053,837.4791812,62.6442151,-6.433588,2.954157,11.444206,0.0,1e-06,0.0,254,254,764,0.1,-10,0,0.547,ok
742,1683,2022.06.30 13:20:02:024,7.708,1253.663558,41.46793497,2.080379479,938.7840654,829.6298261,45.50985997,-6.341838,0.628691,6.882942,0.0,0.0,0.0,254,254,764,0.158489319,-8,0,0.549,ok
743,1684,2022.06.30 13:20:02:571,8.255,1258.337477,41.565042,2.083280667,940.8696336,834.3171447,45.74320441,-6.34095,0.628726,6.882169,0.0,0.0,0.0,254,254,764,0.158489319,-8,0,0.547,ok
744,1685,2022.06.30 13:20:03:119,8.803,1262.802214,41.64509282,2.091271503,943.032438,838.591525,46.08150857,-6.338894,0.628599,6.880212,0.0,0.0,0.0,254,254,764,0.158489319,-8,0,0.548,ok
745,1686,2022.06.30 13:20:03:668,9.352,1267.80014,41.74785709,2.09348069,945.2518949,843.6060582,46.31274098,-6.335227,0.628525,6.876849,0.0,0.0,0.0,254,254,764,0.158489319,-8,0,0.549,ok
746,1687,2022.06.30 13:20:04:220,9.904,1252.903079,41.83124679,0.974090908,933.4186941,835.4890725,21.29969638,-6.739875,-2.407562,2.497969,0.0,0.0,0.0,254,254,764,0.1,-10,0,0.552,ok
747,1688,2022.06.30 13:20:04:771,10.455,1255.801295,41.92441959,0.888596868,934.2375118,838.9623795,19.47536754,-6.739015,-2.406791,2.497535,0.0,0.0,0.0,254,254,764,0.1,-10,0,0.551,ok
748,1689,2022.06.30 13:20:05:318,11.002,1258.488129,42.00083589,0.808412493,935.1335659,842.0227483,17.7559984,-6.7375,-2.406334,2.495986,0.0,0.0,0.0,254,254,764,0.1,-10,0,0.547,ok
749,1690,2022.06.30 13:20:05:866,11.55,1272.032659,42.05138122,1.669629474,944.139806,851.6416413,37.06246199,-5.413298,-0.722375,4.368617,8.1e-05,0.000378,0.000298,254,254,764,0.025118864,-16,0,0.548,ok
750,1691,2022.06.30 13:20:06:414,12.098,1275.80449,42.13731414,1.644454689,945.6692352,855.5970749,36.61202738,-5.411875,-0.723325,4.3661,0.018718,-0.012729,-0.011437,254,254,764,0.025118864,-16,0,0.548,ok
751,1692,2022.06.30 13:20:06:961,12.645,1278.840107,42.21828657,1.615940783,946.7197618,858.9838033,36.06296916,-5.410038,-0.723535,4.363882,2.7e-05,0.000126,9.9e-05,254,254,764,0.025118864,-16,0,0.547,ok
752,1693,2022.06.30 13:20:07:511,13.195,1295.688062,42.43422039,2.022393959,955.6901219,873.712294,45.72496679,-3.233359,-5.147653,-1.299459,0.006249,-0.00425,-0.003818,0,0,764,0.031622777,-15,0,0.55,ok
753,1694,2022.06.30 13:20:08:057,13.741,1295.594221,42.52472869,1.908080275,954.3049678,875.2174028,43.13827091,-3.220547,-5.174705,-1.340919,9e-06,4.2e-05,3.3e-05,254,254,764,0.031622777,-15,0,0.546,ok
754,1695,2022.06.30 13:20:08:605,14.289,1295.188919,42.60859195,1.7942826,952.7859249,876.3952971,40.55368707,-3.216469,-5.182499,-1.354657,0.002091,-0.001422,-0.001278,254,254,764,0.031622777,-15,0,0.548,ok
755,1696,2022.06.30 13:20:09:158,14.842,1295.02641,42.68961911,1.691742711,951.478007,877.679507,38.23201615,-3.215831,-5.183174,-1.35943,0.0,0.0,0.0,254,254,764,0.031622777,-15,0,0.553,ok
1079,1725,2022.06.30 13:20:34:417,0.0,1995.854229,47.02689227,3.074515068,1358.525804,1458.212155,107.0469681,1.676019,3.359761,-4.808012,0.0,0.0,0.0,254,254,1038,0.050118723,-13,0,0.0,ok
1080,1726,2022.06.30 13:20:34:965,0.548,1994.335484,46.9408958,3.073142576,1359.679249,1455.065271,106.9178061,1.675455,3.358815,-4.806833,0.005457,-0.009661,-0.015383,254,254,1038,0.050118723,-13,0,0.548,ok
1081,1727,2022.06.30 13:20:35:530,1.113,1992.585526,46.85711085,3.064553991,1360.62157,1451.812071,106.5257312,1.674575,3.357341,-4.804995,0.001989,0.000511,-0.00275,254,254,1038,0.050118723,-13,0,0.565,ok
1082,1728,2022.06.30 13:20:36:081,1.664,1991.07565,46.7708453,3.063158001,1361.775015,1448.665187,106.3965692,1.673331,3.355284,-4.802413,0.0,0.0,0.0,254,254,1038,0.050118723,-13,0,0.551,ok
1083,1729,2022.06.30 13:20:36:627,2.21,1989.515683,46.68664088,3.049577513,1362.851224,1445.547162,105.8423169,1.672075,3.35319,-4.799794,0.0,0.0,0.0,254,254,1038,0.050118723,-13,0,0.546,ok
1084,1730,2022.06.30 13:20:37:176,2.759,1988.014731,46.60011465,3.048154317,1364.004669,1442.400278,105.7131549,1.670938,3.351291,-4.797422,0.0,0.0,0.0,254,254,1038,0.050118723,-13,0,0.549,ok
1085,1731,2022.06.30 13:20:37:723,3.306,1986.429876,46.51958657,3.04388709,1364.94699,1439.339117,105.4811452,1.669622,3.349123,-4.794696,0.0,0.0,0.0,254,254,1038,0.050118723,-13,0,0.547,ok
1086,1732,2022.06.30 13:20:38:271,3.854,1984.701509,46.43510484,3.035205684,1365.88931,1436.085917,105.0890703,1.668345,3.347007,-4.792043,4.4e-05,-8.5e-05,-0.000133,254,254,1038,0.050118723,-13,0,0.548,ok
1087,1733,2022.06.30 13:20:38:822,4.405,1983.213743,46.34818083,3.033747986,1367.042755,1432.939033,104.9599083,1.667124,3.34497,-4.789496,0.000166,-0.000183,-0.000203,254,254,1038,0.050118723,-13,0,0.551,ok
1088,1734,2022.06.30 13:20:39:369,4.952,1981.822597,46.26716378,3.02446737,1368.118964,1430.013047,104.5657213,1.666093,3.343254,-4.78735,0.0,0.0,0.0,254,254,1038,0.050118723,-13,0,0.547,ok
1089,1735,2022.06.30 13:20:39:918,5.501,1980.254027,46.18612222,3.020143077,1369.061284,1426.951887,104.3337117,1.664729,3.341027,-4.784536,5e-06,-1e-05,-1.5e-05,254,254,1038,0.050118723,-13,0,0.549,ok
1090,1736,2022.06.30 13:20:40:467,6.05,1978.486165,46.09109498,3.009814915,1370.21473,1423.420924,103.8844191,1.663386,3.338789,-4.781737,0.0,0.0,0.0,254,254,1038,0.050118723,-13,0,0.549,ok
1091,1737,2022.06.30 13:20:41:029,6.612,1977.016483,46.0036433,3.008306018,1371.368175,1420.274039,103.7552571,1.662191,3.336792,-4.779244,0.0,0.0,0.0,254,254,1038,0.050118723,-13,0,0.562,ok
1092,1738,2022.06.30 13:20:41:579,7.162,1975.496192,45.91825639,2.994526059,1372.444384,1417.156015,103.2010049,1.660897,3.334677,-4.776573,0.000835,8.9e-05,-0.000828,254,254,1038,0.050118723,-13,0,0.55,ok
1093,1739,2022.06.30 13:20:42:128,7.711,1973.944759,45.83668334,2.99013825,1373.386704,1414.094854,102.9689952,1.659631,3.332585,-4.773947,0.079415,0.010581,-0.074397,254,254,1038,0.050118723,-13,0,0.549,ok
1094,1740,2022.06.30 13:20:42:679,8.262,1972.488486,45.74884385,2.98859091,1374.54015,1410.94797,102.8398332,1.658436,3.330593,-4.771456,0.0,0.0,0.0,254,254,1038,0.050118723,-13,0,0.551,ok
1095,1741,2022.06.30 13:20:43:227,8.81,1970.945372,45.66701462,2.98417915,1375.48247,1407.886809,102.6078235,1.657392,3.328851,-4.769278,0.0,0.0,0.0,254,254,1038,0.050118723,-13,0,0.548,ok
1096,1742,2022.06.30 13:20:43:790,9.373,1969.352762,45.57500133,2.978168527,1376.635915,1404.547885,102.3185963,1.656018,3.326592,-4.766435,0.0,0.0,0.0,254,254,1038,0.050118723,-13,0,0.563,ok
1097,1743,2022.06.30 13:20:44:339,9.922,1967.854754,45.48896141,2.964278403,1377.712124,1401.429861,101.7643441,1.654818,3.324594,-4.763936,0.0,0.0,0.0,254,254,1038,0.050118723,-13,0,0.549,ok
1098,1744,2022.06.30 13:20:44:902,10.485,1966.324468,45.40673937,2.959817937,1378.654445,1398.3687,101.5323344,1.653723,3.322766,-4.761652,0.0,0.0,0.0,254,254,1038,0.050118723,-13,0,0.563,ok
1099,1745,2022.06.30 13:20:45:435,11.018,1964.890921,45.31824661,2.958207922,1379.80789,1395.221816,101.4031724,1.652403,3.32062,-4.758935,2.1e-05,2.1e-05,-3.9e-05,254,254,1038,0.050118723,-13,0,0.533,ok
1100,1746,2022.06.30 13:20:45:998,11.581,1963.224646,45.23181715,2.949263163,1380.75021,1391.968616,101.0110974,1.651057,3.318415,-4.756155,0.207923,-0.10198,-0.265693,254,254,1038,0.050118723,-13,0,0.563,ok
1101,1747,2022.06.30 13:20:46:545,12.128,1962.03293,45.15317615,2.944210158,1381.826419,1389.23467,100.7769757,1.650009,3.316684,-4.753981,-0.000113,-0.000118,2.4e-05,254,254,1038,0.050118723,-13,0,0.547,ok
1102,1748,2022.06.30 13:20:47:099,12.682,1960.46885,45.06033772,2.938097164,1382.979865,1385.895746,100.4877485,1.648775,3.31465,-4.751423,0.000428,-0.000982,-0.001494,254,254,1038,0.050118723,-13,0,0.554,ok
1103,1749,2022.06.30 13:20:47:663,13.246,1958.909934,44.9673523,2.931966706,1384.13331,1382.556822,100.1985212,1.647517,3.312558,-4.748804,-4e-06,-0.000181,4.7e-05,254,254,1038,0.050118723,-13,0,0.564,ok
1104,1750,2022.06.30 13:20:48:196,13.779,1957.405447,44.88435523,2.927422108,1385.07563,1379.495662,99.96651151,1.646337,3.31059,-4.746344,0.04181,0.020082,-0.057645,254,254,1038,0.050118723,-13,0,0.533,ok
1105,1751,2022.06.30 13:20:48:759,14.342,1956.086819,44.80127737,2.917836063,1386.151839,1376.569676,99.57232455,1.645307,3.308872,-4.744196,0.0,0.0,0.0,254,254,1038,0.050118723,-13,0,0.563,ok
1106,1752,2022.06.30 13:20:49:305,14.888,1954.542347,44.70788127,2.911654276,1387.305285,1373.230753,99.28309729,1.643957,3.306667,-4.741413,0.0,0.0,0.0,255,255,1038,0.050118723,-13,0,0.546,ok
1107,1753,2022.06.30 13:20:43:336,0.0,1318.768483,63.28397163,3.350238604,591.8640445,1175.970998,77.0680123,-4.840627,-10.22264,-3.185551,0.0,0.0,0.0,0,0,1157,0.398107171,-4,0,0.0,ok
1108,1754,2022.06.30 13:20:43:901,0.565,1318.704397,63.45582323,3.146620364,588.4242923,1177.921261,72.38537647,-4.831172,-10.265903,-3.167649,0.007713,0.001027,-0.007225,254,254,1157,0.398107171,-4,0,0.565,ok
1109,1755,2022.06.30 13:20:44:449,1.113,1318.848849,63.63133153,2.94951939,584.98454,1180.063563,67.8628059,-4.827295,-10.277982,-3.161772,0.0,0.0,0.0,254,254,1157,0.398107171,-4,0,0.548,ok
1110,1756,2022.06.30 13:20:44:996,1.66,1318.891336,63.78959515,2.768709298,581.8331491,1181.899243,63.70810795,-4.826509,-10.279622,-3.160928,-1e-06,0.0,1e-06,254,254,1157,0.398107171,-4,0,0.547,ok
1111,1757,2022.06.30 13:20:45:545,2.209,1329.976358,61.86244267,3.139346842,626.2623222,1171.036977,72.83552642,-7.557942,4.610062,-4.409827,0.0,0.0,0.0,254,254,1157,0.079432823,-11,0,0.549,ok
1112,1758,2022.06.30 13:20:46:108,2.772,1331.304561,61.67853497,3.004148657,630.7269185,1170.336425,69.77136172,-7.557232,4.608721,-4.409685,0.0,0.0,0.0,254,254,1157,0.079432823,-11,0,0.563,ok
1113,1759,2022.06.30 13:20:46:656,3.32,1332.804596,61.5211992,2.899070104,634.7126122,1170.027363,67.40889966,-7.556074,4.606522,-4.409446,0.068613,-0.033654,-0.087681,254,254,1157,0.079432823,-11,0,0.548,ok
1114,1760,2022.06.30 13:20:47:209,3.873,1334.377056,61.32611505,2.76136994,639.5222224,1169.376262,64.28540534,-7.554005,4.602612,-4.409029,-3.8e-05,-3.9e-05,8e-06,254,254,1157,0.079432823,-11,0,0.553,ok
1115,1761,2022.06.30 13:20:47:756,4.42,1335.909583,61.1571813,2.629092176,643.7756937,1168.953472,61.27845822,-7.552009,4.598827,-4.40862,0.000143,-0.000328,-0.000499,254,254,1157,0.079432823,-11,0,0.547,ok
1116,1762,2022.06.30 13:20:48:306,4.97,1337.667442,60.98296744,2.507982611,648.24029,1168.636998,58.53442401,-7.549969,4.594961,-4.408203,-1e-06,-5.9e-05,1.5e-05,254,254,1157,0.079432823,-11,0,0.55,ok
1117,1763,2022.06.30 13:20:48:868,5.532,1339.093007,60.8074166,2.387885273,652.5709975,1167.99331,55.79250184,-7.548061,4.591349,-4.407814,0.013518,0.006494,-0.018639,254,254,1157,0.079432823,-11,0,0.562,ok
1118,1764,2022.06.30 13:20:49:417,6.081,1340.641637,60.6618193,2.279676586,656.3455662,1167.769972,53.32719212,-7.545895,4.587169,-4.407324,0.004514,0.002169,-0.006224,254,254,1157,0.079432823,-11,0,0.549,ok
1119,1765,2022.06.30 13:20:49:965,6.629,1342.349619,60.4594519,2.147747374,661.3663014,1167.033147,50.30654547,-7.543373,4.582374,-4.406799,0.001508,0.000724,-0.002079,254,254,1157,0.079432823,-11,0,0.548,ok
1120,1766,2022.06.30 13:20:50:512,7.176,1343.974204,60.29270134,2.016874367,665.6197727,1166.610357,47.29959834,-7.541343,4.57852,-4.406379,1.9e-05,-2e-06,-1.3e-05,254,254,1157,0.079432823,-11,0,0.547,ok
1121,1767,2022.06.30 13:20:51:061,7.725,1345.644624,60.12291681,1.904373276,669.9504803,1166.158708,44.71774143,-7.539273,4.574567,-4.405936,-2.3e-05,-2.4e-05,1.7e-05,254,254,1157,0.079432823,-11,0,0.549,ok
1122,1768,2022.06.30 13:20:51:611,8.275,1347.339769,59.94743525,1.778415511,674.4150766,1165.650195,41.81364197,-7.537055,4.570312,-4.405449,0.0,0.0,0.0,254,254,1157,0.079432823,-11,0,0.55,ok
1123,1769,2022.06.30 13:20:52:160,8.824,1349.009928,59.78813767,1.66213562,678.5346591,1165.284269,39.12893738,-7.535107,4.566607,-4.405043,6e-06,-3e-06,-4e-06,254,254,1157,0.079432823,-11,0,0.549,ok
1124,1770,2022.06.30 13:20:52:708,9.372,1350.52609,59.62513394,1.53953327,682.6542416,1164.726305,36.28416754,-7.533171,4.562911,-4.40463,0.009364,-0.019606,-0.030965,254,254,1157,0.079432823,-11,0,0.548,ok
1125,1771,2022.06.30 13:20:53:255,9.919,1352.311744,59.44143454,1.418774802,687.329963,1164.132067,33.48291576,-7.530755,4.558228,-4.404068,0.0446,-0.025772,-0.029202,254,254,1157,0.079432823,-11,0,0.547,ok
1126,1772,2022.06.30 13:20:53:804,10.468,1354.06849,59.27387702,1.307654658,691.6606705,1163.680418,30.90105884,-7.528593,4.554105,-4.40361,-0.008259,-0.001477,0.001157,254,254,1157,0.079432823,-11,0,0.549,ok
1127,1773,2022.06.30 13:20:54:351,11.015,1355.636809,59.11212178,1.185879371,695.780253,1163.122453,28.056289,-7.526698,4.550504,-4.403216,0.0,0.0,0.0,254,254,1157,0.079432823,-11,0,0.547,ok
1128,1774,2022.06.30 13:20:54:903,11.567,1357.571303,58.95303868,1.064014577,700.0337243,1162.891703,25.20940712,-7.524682,4.546649,-4.402782,2e-06,-5e-06,-8e-06,254,254,1157,0.079432823,-11,0,0.552,ok
1129,1775,2022.06.30 13:20:55:467,12.131,1359.264287,58.76706324,0.937844538,704.7094457,1162.105427,22.24809009,-7.522545,4.542598,-4.402344,-0.01129,0.009153,0.022612,254,254,1157,0.079432823,-11,0,0.564,ok
1130,1776,2022.06.30 13:20:56:014,12.678,1361.051059,58.61077314,0.823582639,708.8290282,1161.739501,19.5633855,-7.520659,4.539018,-4.401954,0.0,0.0,0.0,254,254,1157,0.079432823,-11,0,0.547,ok
1131,1777,2022.06.30 13:20:56:580,13.244,1363.09293,58.43758389,0.693450727,713.4275133,1161.366163,16.49710876,-7.518543,4.534983,-4.401506,0.0,0.0,0.0,254,254,1157,0.079432823,-11,0,0.566,ok
1132,1778,2022.06.30 13:20:57:127,13.791,1364.786698,58.26851593,0.577473009,717.7582208,1160.722474,13.75518659,-7.516191,4.530398,-4.400943,-0.006018,0.016307,0.000439,254,254,1157,0.079432823,-11,0,0.547,ok
1133,1779,2022.06.30 13:20:57:679,14.343,1366.846417,58.10235967,0.461572987,722.2228172,1160.406,11.01115239,-7.514083,4.52638,-4.400497,0.0,0.0,0.0,254,254,1157,0.079432823,-11,0,0.552,ok
1134,1780,2022.06.30 13:20:58:227,14.891,1368.228555,57.97616114,0.367143021,725.5184832,1159.998036,8.767349564,-7.51249,4.523343,-4.400159,0.000538,0.000283,0.000109,254,254,1157,0.079432823,-11,0,0.548,ok
