RadarSysTime,prob_UAV,prob_unknown,Radar_ENU_Pos_1,Radar_ENU_Pos_2,Radar_ENU_Pos_3,Radar_ENU_Vel_1,Radar_ENU_Vel_2,Radar_ENU_Vel_3,Radar_ENU_Acc_1,Radar_ENU_Acc_2,Radar_ENU_Acc_3,sphere_Est_1,sphere_Est_2,sphere_Est_3,ID,rcsEst
30-Jun-2022 13:58:29,254,254,1165.0353500382,999.714771034345,168.269147661515,10.037303,4.740798,3.222705,0.083071,-0.065005,-0.029104,40.6328350592282,6.25520159969842,1544.36119360648,16,-20
30-Jun-2022 13:58:30,254,254,992.45817465242,1026.05990373425,86.2913151783869,2.882465,-2.924485,1.225641,0.006005,-0.002866,-0.003862,45.9536993868814,3.45926443401595,1430.11130530486,15,-18
30-Jun-2022 13:58:30,254,254,1164.25769976107,997.199950989965,173.238648661412,10.058909,4.72242,3.216217,0.027744,-0.02171,-0.00972,40.5804303538677,6.44768308654295,1542.69743083256,16,-20
30-Jun-2022 13:58:30,254,254,990.388091535307,1026.3393135785,87.1274886215106,2.883141,-2.923482,1.224384,0.002005,-0.000957,-0.00129,46.0212759201858,3.49572517634438,1428.92692525728,15,-18
30-Jun-2022 13:58:30,254,254,1163.48004948348,994.877170304575,178.368214913644,10.064582,4.716516,3.215394,0.009266,-0.007251,-0.003246,40.5333364122346,6.64594666563386,1541.19487075152,16,-20
30-Jun-2022 13:58:30,0,0,2230.25929557346,3022.26041156522,134.090165399015,-3.642212,-6.967409,11.024981,-0.017095,0.008063,0.005059,53.5747472794159,2.0445638422738,3758.46972759698,8,-5
30-Jun-2022 13:58:30,0,0,2378.26986033143,2697.73284135443,282.917385332286,1.248087,-11.743616,1.00084,0.03725,-0.02065,-0.033041,48.6012138015909,4.4980421857147,3607.48835879014,14,-5
30-Jun-2022 13:58:31,254,254,1019.37888604915,979.769483457996,95.753597592935,10.178788,14.02272,-13.154726,1e-06,0,-1e-06,43.8649393229602,3.87435874059006,1417.12748385258,15,-20
30-Jun-2022 13:58:31,254,254,1150.01450063428,998.556252953498,161.068840791471,9.079772,-4.744165,-4.433648,0.003698,-0.008977,-0.01243,40.9677441623478,6.03687045828868,1531.5322763349,16,-18
30-Jun-2022 13:58:31,254,254,2227.95240492374,3029.51437704042,135.148815678433,-3.643949,-6.96144,11.021869,-0.005661,0.00267,0.001674,53.6686531473324,2.05824346917379,3762.9768112067,8,-5
30-Jun-2022 13:58:31,254,254,2372.3789423625,2700.13225207889,281.210073511116,1.256568,-11.743988,0.990241,0.012284,-0.00681,-0.010896,48.6969486071445,4.47359858728018,3605.27046562747,14,-5
30-Jun-2022 13:58:31,254,254,1026.76769662881,913.511967861847,94.0296181254089,-113.419395,-187.996307,245.957947,0,0,0,41.6593885130991,3.9140203341231,1377.53315290488,15,-14
30-Jun-2022 13:58:31,254,254,1145.22547419183,994.789594207297,161.683257278055,9.07892,-4.745531,-4.43609,0.001234,-0.002997,-0.00415,40.978913768182,6.08385586549168,1525.54554149165,16,-18
30-Jun-2022 13:58:32,254,254,2225.99052812718,3036.43371517023,135.828005839139,-3.64281,-6.95682,11.017173,-0.001891,0.000892,0.000559,53.7550904967691,2.06615391812727,3767.41460223117,8,-5
30-Jun-2022 13:58:32,254,254,2366.69914945494,2702.44593903117,279.60560935922,1.258253,-11.740471,0.98552,0.004103,-0.002274,-0.003639,48.7893604630334,4.45065099967141,3603.1455999171,14,-5
30-Jun-2022 13:58:32,254,254,977.257359092124,1072.64970529162,96.774067543447,-113.380264,-187.935562,245.879272,0,0,0,47.6643347917213,3.81548797484843,1454.29520947805,15,-14
30-Jun-2022 13:58:32,254,254,1140.22532268753,991.108659233279,162.194826092571,9.076138,-4.744351,-4.435319,0.000412,-0.001001,-0.001386,40.9978793139066,6.12777051138351,1519.44638685157,16,-18
30-Jun-2022 13:58:32,254,254,2223.97199880937,3042.99697923972,136.934398242272,-3.640897,-6.95305,11.01265,-0.000632,0.000298,0.000187,53.8388267074484,2.08070310220193,3771.55579258377,8,-5
30-Jun-2022 13:58:32,254,254,2361.09659281699,2704.34668770845,278.106104911305,1.257692,-11.736149,0.983088,0.001371,-0.00076,-0.001217,48.8766127889061,4.42964971788269,3600.77923976472,14,-5
30-Jun-2022 13:58:32,0,0,2872.61182776047,3602.06667564141,122.169258124195,1.036018,-10.06041,11.501877,-0.041276,0.009942,0.032391,51.427992831768,1.51894035313846,4608.8727880455,47,-5
30-Jun-2022 13:58:32,254,254,922.824295177124,1246.60285126352,100.095521941781,-113.352264,-187.813858,245.772705,0,0,0,53.4885165582316,3.69250952413733,1554.23372182574,15,-14
30-Jun-2022 13:58:33,254,254,1121.72393127205,981.710838046889,107.871677503921,2.690275,-10.042527,-9.843963,0,1e-06,1e-06,41.191779883348,4.13903995806139,1494.54242038647,16,-4
30-Jun-2022 13:58:33,0,0,4493.56640881905,1977.99009285372,261.247696007602,11.709712,10.074596,3.189287,-0.04436,-0.012493,0.023735,23.7582628729478,3.04590176949482,4916.58766184065,53,4
30-Jun-2022 13:58:33,254,254,2221.87623322057,3049.58910286716,137.615700436756,-3.638408,-6.948944,11.007625,-0.000192,9.1e-05,5.6e-05,53.923586571784,2.08878177253099,3775.66759303348,8,-5
30-Jun-2022 13:58:33,254,254,2287.81070292089,2782.55159468094,261.591463902965,-0.533748,-29.789619,10.586877,0,0,0,50.5729970177033,4.15339177501871,3611.80028288493,14,-5
