,id,azimuth,elevation,range,heading,radialVel,rcs,rcs_dsbm,track_time,time_diff,SystemTime,pos_x,pos_y,pos_z,vel,vel_xy,vel_x,vel_y,vel_z,angular_vel,acc,acc_xy,acc_x,acc_y,acc_z,disp,disp_xy,max_velocity,probUAV,label
551,1016,77.1181662978406,1.78532325790763,497.358801199258,-50.69239520059255,-4.654137213155983,0.0251188643150958,-16,0.0,0.0,2022.06.30 12:46:42:767,110.82786615821,484.605885005003,15.4950776603073,8.408246680824071,7.391659647060936,4.682495,-5.719342,-4.00774,0,0,0,0,0,0,0,0,8.408246680824071,254,0.0
552,1016,77.5075622938476,1.6915642674434,494.668458899816,-50.694909015469335,-4.686203140195049,0.0251188643150958,-16,0.551,0.551,2022.06.30 12:46:43:318,106.955477507751,482.746503962746,14.6021564556286,8.405766734551346,7.3894052245539354,4.680816,-5.717803,-4.006695,-0.004562277453330576,-0.0045008099323506105,-0.004091510901997636,-0.0030471869328497422,0.002793103448276187,0.001896551724138669,4.3874821934993,4.295659637414092,8.408246680824071,254,0.0
553,1016,77.9084260000099,1.59808126920362,491.654720730778,-50.69092619849035,-4.717217282439752,0.0251188643150958,-16,1.102,0.551,2022.06.30 12:46:43:869,102.949200065511,480.559908417665,13.7113472837955,8.4016535938918,7.384997273779456,4.678421,-5.714067,-4.006195,0.0072283429745605065,-0.00746486508084662,-0.007999910661486745,-0.004346642468239428,0.006780399274047117,0.0009074410163334353,4.650268809713168,4.564149320735371,8.408246680824071,254,0.0
554,1016,78.3328423543875,1.48988305407128,489.052537219519,-50.69431151961979,-4.750252649186192,0.0251188643150958,-16,1.649,0.5469999999999999,2022.06.30 12:46:44:416,98.8656863537255,478.786251148053,12.7155784079805,8.39753873126025,7.3809348459460065,4.67551,-5.7112,-4.005054,-0.0061888868911072785,-0.007522600788939121,-0.007426741925867988,-0.005321755027422502,0.005241316270567048,0.00208592321754957,4.56207189755154,4.4520719159047335,8.408246680824071,254,0.0
555,1016,78.7433110424885,1.39392606215967,486.091929934557,-50.699199090339185,-4.782591702661299,0.0251188643150958,-16,2.197,0.548,2022.06.30 12:46:44:964,94.8594089119509,476.599655602968,11.8247692370787,8.393369245356183,7.376918699736497,4.672479,-5.708491,-4.003713,-0.008918924670432773,-0.007608550919829207,-0.007328733958958773,-0.0055310218978102295,0.004943430656933223,0.0024470802919708697,4.650268809135685,4.564149320328759,8.408246680824071,254,0.0
556,1016,79.1504617974754,1.295545967805,483.504365488983,-50.7044075693621,-4.814244865124341,0.0251188643150958,-16,2.745,0.548,2022.06.30 12:46:45:512,90.987020261026,474.740274560249,10.9318480314687,8.389287063963064,7.373015389456949,4.669488,-5.705895,-4.002347,-0.009504523764437335,-0.007449236118831304,-0.007122828977277453,-0.005458029197079824,0.004737226277373151,0.0024927007299269674,4.387482194295805,4.295659638034037,8.408246680824071,254,0.0
557,1016,75.8604017274383,2.51443609476322,501.678421710619,103.6056151416465,1.8320561522546959,0.0158489319246111,-18,3.314,0.569,2022.06.30 12:46:46:081,122.434645808179,486.010897046483,22.0091859903187,2.0907080318212774,2.052246233657404,-0.482765,1.994656,0.399181,271.19511900001515,-11.069558931707885,-9.351088147275124,-9.054926186291741,13.533481546572936,7.735550087873464,35.194992542061044,33.40628808744176,8.408246680824071,0,0.0
558,1016,75.7147430512717,2.55254432836223,502.051197253922,103.59515350824472,1.8287389387260473,0.0158489319246111,-18,3.865,0.5510000000000002,2022.06.30 12:46:46:632,123.758048697439,486.044667831782,22.3591350233182,2.089404677424888,2.050766662603281,-0.482053,1.993306,0.39996,-0.018986630493239308,-0.00236543447620621,-0.0026852469221830947,0.0012921960072595103,-0.0024500907441015645,0.0014137931034482285,1.369306393375383,1.3238337030161356,8.408246680824071,254,0.0
559,1016,75.6005851389772,2.58074527878871,502.103431823144,103.59226568770792,1.8266138935899294,0.0158489319246111,-18,4.411,0.5459999999999994,2022.06.30 12:46:47:178,124.736437734523,485.836947886433,22.6083484198898,2.088942316323263,2.050292076861733,-0.481841,1.992869,0.399978,-0.005289048602195635,-0.0008468152044410017,-0.0008692046548494424,0.0003882783882783704,-0.0008003663003663392,3.296703296706597e-05,1.0307764067016247,1.0001963225197137,8.408246680824071,254,0.0
560,1016,75.4919412812099,2.6262021887667,502.350806296331,103.55287369863181,1.8219407532675884,0.0158489319246111,-18,4.959,0.548,2022.06.30 12:46:47:726,125.714826771141,485.821267299609,23.0176270687953,2.0850179223637384,2.0459277437272805,-0.479448,1.988957,0.401845,-0.07188319174472317,-0.007161302845847804,-0.0079641115592203,0.004366788321167945,-0.007138686131386707,0.0034069343065693566,1.0606601718870072,0.978514684497614,8.408246680824071,254,0.0
561,1016,75.3833969329185,2.67160474416312,502.600297378029,103.49140790686893,1.8156658472910219,0.0158489319246111,-18,5.507,0.548,2022.06.30 12:46:48:274,126.69321580776,485.805586712784,23.4269057158381,2.0790344947867028,2.0392667347968483,-0.47576,1.982993,0.404692,-0.11216385358190636,-0.010918663461743845,-0.012155125785460217,0.0067299270072992134,-0.010883211678832263,0.005195255474452533,1.0606601711691643,0.9785146844986109,8.408246680824071,254,0.0
