,RadarSysTime_labeled,Radar_Time_labeled,RANGE_labeled,AZIMUTH_labeled,ELEVATION_labeled,X_labeled,Y_labeled,Z_labeled,VELX_labeled,VELY_labeled,VELZ_labeled,ACCX_labeled,ACCY_labeled,ACCZ_labeled,P_UAV_labeled,P_UNK_labeled,ID_labeled,RCSEst_labeled,RCSEst_DBSM_labeled,label,TS_diff,jumped/ok
955,2022.06.30 12:48:31:095,19.825,1337.8736457245,61.164533167031,3.30620770450823,644.177171178205,1170.03773050385,77.158105565235,-3.616744,6.516932,-2.403651,0.0,0.0,0.0,254,254,1792,0.0316227766016838,-15,0.0,0.5470000000000006,ok
956,2022.06.30 12:48:31:645,20.375,1338.66377640593,60.9932272056012,3.28300267056659,648.070143576905,1168.82362690801,76.6624056966975,-3.615657,6.514178,-2.402983,2e-06,-5e-06,-6e-06,254,254,1792,0.0316227766016838,-15,0.0,0.5500000000000007,ok
957,2022.06.30 12:48:32:192,20.922,1320.87350402242,61.2332688046071,3.93987884977386,634.161194289576,1155.12319576963,90.7567952312529,0.350563,5.232971,-1.578812,0.002141,-0.004655,-0.003899,254,254,1792,0.0158489319246111,-18,0.0,0.5470000000000006,ok
958,2022.06.30 12:48:32:756,21.486,1320.39166944096,61.1013299690795,3.97420623831186,636.56080623417,1153.19117792274,91.5128835560754,0.350638,5.232275,-1.578439,0.0,0.0,0.0,254,254,1792,0.0158489319246111,-18,0.0,0.5640000000000001,ok
959,2022.06.30 12:48:33:307,22.037,1320.05407943484,60.9768870351708,3.99659008509067,638.883181908754,1151.48005899234,92.0039469245821,0.350803,5.230675,-1.577582,0.0,0.0,0.0,254,254,1792,0.0158489319246111,-18,0.0,0.5509999999999984,ok
960,2022.06.30 12:48:33:858,22.588,1319.69493435974,60.8685115733405,4.02860051642077,640.860543730697,1149.91152804881,92.7144051613286,0.350988,5.228832,-1.57659,0.0,-1e-06,1e-06,254,254,1792,0.0158489319246111,-18,0.0,0.5510000000000019,ok
961,2022.06.30 12:48:34:407,23.137,1325.52699625163,61.4183819267507,4.0198059983683,632.58549884251,1161.13007867509,92.9211754230782,-0.027197,2.323888,0.518798,0.0,0.0,0.0,254,254,1792,0.0316227766016838,-15,0.0,0.5489999999999995,ok
962,2022.06.30 12:48:34:954,23.684,1326.04228118348,61.3710348156513,4.04042422240325,633.775012940454,1161.02867431609,93.4333017421886,-0.026975,2.323389,0.518893,0.0,0.0,0.0,254,254,1792,0.0316227766016838,-15,0.0,0.5470000000000006,ok
963,2022.06.30 12:48:35:503,24.233,1326.20834270765,61.3220091255051,4.06218959120393,634.830638247083,1160.60005545426,93.9475400941446,-0.026545,2.322858,0.518782,0.0,0.0,0.0,254,254,1792,0.0316227766016838,-15,0.0,0.5489999999999995,ok
964,2022.06.30 12:48:36:067,24.797,1327.66965909098,61.8515373401871,4.02404695059884,624.794455321695,1167.75771180449,93.1694090953097,0.014406,-0.423107,1.892457,0.0,0.0,0.0,254,254,1792,0.0199526231496888,-17,0.0,0.5640000000000001,ok
